% Children in Poverty,% LBW,AFGR,County,Graduation Rate,Teen Birth Rate,Teen Births,year
15.0,7.9,89.195979899,Gibson,,38.594691627,301.0,2013
25.5,9.4,87.968217934,Grant,,41.61897349,909.0,2013
21.0,8.2,86.595174263,Greene,,46.856386499,354.0,2013
6.2,7.0,92.209760533,Hamilton,,15.462239583,855.0,2013
10.1,7.8,91.192865106,Hancock,,29.067889671,450.0,2013
16.7,7.7,91.982182628,Harrison,,34.161843151,301.0,2013
7.4,7.0,94.989339019,Hendricks,,21.25649504,675.0,2013
24.1,8.1,83.68,Henry,,40.809084457,460.0,2013
24.8,7.9,89.275074479,Howard,,48.596391459,940.0,2013
17.8,8.5,85.256410256,Huntington,,29.376854599,297.0,2013
20.0,7.5,92.168674699,Jackson,,57.945104638,551.0,2013
14.8,6.8,84.841075795,Jasper,,34.587876656,295.0,2013
27.7,7.8,87.804878049,Jay,,44.556301268,239.0,2013
22.1,8.0,83.333333333,Jefferson,,37.024532973,329.0,2013
21.6,7.8,81.67539267,Jennings,,68.74115983,486.0,2013
13.1,6.9,89.879649891,Johnson,,34.507481297,1107.0,2013
27.0,8.2,82.808716707,Knox,,41.998274044,438.0,2013
16.4,7.0,88.837744534,Kosciusko,,41.809851088,803.0,2013
21.1,5.4,82.767624021,LaGrange,,26.358826359,274.0,2013
30.2,10.0,83.149529679,Lake,,44.90743418,5436.0,2013
25.9,9.5,89.352640545,LaPorte,,48.965632299,1174.0,2013
23.1,8.8,79.885057471,Lawrence,,51.076360682,503.0,2013
29.4,8.6,81.395348837,Madison,,48.315775784,1486.0,2013
31.9,9.4,81.211852181,Marion,,59.936374075,12736.0,2013
17.9,6.5,84.908789386,Marshall,,37.99326483,440.0,2013
20.1,8.2,76.865671642,Martin,,45.319779754,107.0,2013
22.7,7.9,89.432989691,Miami,,46.210067193,392.0,2013
17.6,7.2,88.511488511,Monroe,,13.094881772,700.0,2013
24.1,8.2,92.901878914,Montgomery,,50.499382785,450.0,2013
17.0,7.9,86.728754366,Morgan,,39.718360715,660.0,2013
22.5,7.0,76.732673267,Newton,,34.221598878,122.0,2013
18.7,7.6,85.555555556,Noble,,49.563186576,573.0,2013
17.5,5.8,89.830508475,Ohio,,30.634573304,42.0,2013
25.8,8.0,90.476190476,Orange,,42.33787691,205.0,2013
25.2,7.5,82.323232323,Owen,,44.835007174,250.0,2013
28.4,7.3,85.915492958,Parke,,37.880663531,153.0,2013
17.9,9.2,90.043290043,Perry,,48.171936759,195.0,2013
17.1,9.4,96.0,Pike,,43.778007584,127.0,2013
14.3,7.1,90.031717263,Porter,,22.452377455,917.0,2013
16.9,7.3,87.387387387,Posey,,27.12228011,177.0,2013
20.0,6.9,89.873417722,Pulaski,,41.928721174,140.0,2013
17.8,7.1,85.889570552,Putnam,,31.236055332,350.0,2013
26.5,8.5,87.076923077,Randolph,,46.471054718,293.0,2013
16.7,6.6,82.310469314,Ripley,,40.747028862,288.0,2013
20.5,9.4,95.930232558,Rush,,45.026418562,196.0,2013
29.6,8.3,84.01810585,St. Joseph,,40.842893174,3012.0,2013
34.0,9.2,71.856287425,Scott,,63.059769695,345.0,2013
18.7,8.0,90.54290718,Shelby,,45.211473019,465.0,2013
14.5,7.5,91.258741259,Spencer,,31.919034644,164.0,2013
25.4,7.0,81.37254902,Starke,,51.649450183,310.0,2013
21.0,7.9,89.253731343,Steuben,,40.898424405,366.0,2013
22.6,8.0,84.959349593,Sullivan,,47.896150403,214.0,2013
29.4,6.6,84.210526316,Switzerland,,36.408771204,88.0,2013
20.8,6.9,83.059110299,Tippecanoe,,25.308463814,1403.0,2013
13.8,8.2,94.312796209,Tipton,,38.69599788,146.0,2013
22.7,5.0,83.333333333,Union,,45.801526718,84.0,2013
22.1,9.1,83.097762073,Vanderburgh,,42.623670067,1943.0,2013
20.4,7.9,87.878787879,Vermillion,,43.962318013,154.0,2013
25.4,7.9,88.400374181,Vigo,,42.409425826,1249.0,2013
23.4,8.9,88.325991189,Wabash,,34.8647768,321.0,2013
15.3,5.8,90.598290598,Warren,,32.032032032,64.0,2013
12.3,8.3,91.260744986,Warrick,,26.823953716,357.0,2013
24.2,7.1,88.115942029,Washington,,42.53171857,295.0,2013
33.5,8.2,83.595800525,Wayne,,51.766102701,872.0,2013
15.9,7.7,92.786069652,Wells,,24.274633726,169.0,2013
18.8,6.6,83.244680851,White,,44.73503097,260.0,2013
13.7,8.3,90.892193309,Whitley,,31.6580926,240.0,2013
21.6,8.1,84.1,,,43.9,67062.0,2012
29.6,6.5,89.6,Adams,,33.2,295.0,2012
19.8,8.9,87.9,Allen,,46.7,3875.0,2012
22.0,7.5,83.7,Bartholomew,,58.0,944.0,2012
17.5,5.4,90.4,Benton,,40.6,87.0,2012
24.3,8.6,86.1,Blackford,,57.9,160.0,2012
9.6,6.7,97.3,Boone,,26.8,324.0,2012
21.0,6.5,89.3,Brown,,20.8,68.0,2012
16.3,6.7,88.6,Carroll,,30.8,140.0,2012
25.5,7.5,82.8,Cass,,53.4,450.0,2012
19.1,8.1,87.5,Clark,,50.4,1052.0,2012
22.2,6.9,91.5,Clay,,46.3,298.0,2012
21.5,7.7,85.3,Clinton,,58.1,458.0,2012
28.0,8.8,81.5,Crawford,,47.5,122.0,2012
23.7,7.2,82.5,Daviess,,48.5,363.0,2012
14.2,7.7,87.7,Dearborn,,36.6,451.0,2012
21.7,7.1,92.7,Decatur,,52.5,277.0,2012
15.6,6.1,87.6,DeKalb,,48.8,474.0,2012
27.5,9.2,93.3,Delaware,,28.2,1054.0,2012
9.9,7.0,90.0,Dubois,,32.1,310.0,2012
26.8,6.9,84.0,Elkhart,,61.3,2846.0,2012
25.5,8.6,78.3,Fayette,,60.1,307.0,2012
19.3,8.3,86.8,Floyd,,40.0,693.0,2012
19.5,7.1,87.7,Fountain,,46.9,182.0,2012
18.4,8.0,86.1,Franklin,,35.1,199.0,2012
21.6,6.9,89.5,Fulton,,50.5,230.0,2012
15.9,7.9,89.3,Gibson,,37.7,278.0,2012
29.7,9.4,81.6,Grant,,44.9,936.0,2012
20.7,8.5,90.9,Greene,,48.9,369.0,2012
6.3,6.8,90.1,Hamilton,,15.6,857.0,2012
10.6,7.2,91.1,Hancock,,33.7,466.0,2012
16.5,7.5,89.7,Harrison,,36.2,312.0,2012
8.0,6.7,93.7,Hendricks,,22.7,665.0,2012
23.5,7.7,81.7,Henry,,42.9,442.0,2012
24.5,8.0,91.5,Howard,,55.2,995.0,2012
15.8,8.3,88.6,Huntington,,30.4,306.0,2012
18.9,7.9,87.5,Jackson,,65.2,574.0,2012
13.9,6.3,87.1,Jasper,,36.4,301.0,2012
26.0,8.3,84.1,Jay,,48.3,235.0,2012
22.8,7.5,75.9,Jefferson,,38.1,321.0,2012
22.4,7.5,81.7,Jennings,,73.1,463.0,2012
14.8,6.7,91.9,Johnson,,34.2,1057.0,2012
22.9,8.1,82.6,Knox,,41.4,422.0,2012
19.7,7.0,83.1,Kosciusko,,46.5,820.0,2012
26.9,5.3,87.7,LaGrange,,32.4,304.0,2012
26.0,9.7,80.2,Lake,,45.9,5466.0,2012
25.0,9.2,84.3,LaPorte,,52.0,1212.0,2012
22.6,7.9,83.3,Lawrence,,52.2,498.0,2012
27.7,8.7,74.7,Madison,,51.4,1494.0,2012
30.7,9.2,80.8,Marion,,66.8,13096.0,2012
19.0,6.1,86.4,Marshall,,41.8,458.0,2012
18.9,8.6,78.6,Martin,,48.8,114.0,2012
23.8,7.5,90.9,Miami,,47.3,388.0,2012
18.1,7.0,87.2,Monroe,,14.2,702.0,2012
22.9,7.7,93.5,Montgomery,,55.2,452.0,2012
18.1,8.5,87.8,Morgan,,41.8,680.0,2012
16.8,7.9,76.0,Newton,,33.7,113.0,2012
19.4,7.8,78.9,Noble,,51.5,582.0,2012
14.3,6.3,84.6,Ohio,,41.0,55.0,2012
26.5,8.2,88.0,Orange,,48.9,216.0,2012
22.5,7.0,73.5,Owen,,45.3,257.0,2012
27.5,7.9,83.7,Parke,,38.7,149.0,2012
17.3,8.9,84.9,Perry,,49.8,195.0,2012
20.1,9.6,91.0,Pike,,43.2,115.0,2012
13.5,7.1,90.2,Porter,,23.5,937.0,2012
13.5,7.2,91.3,Posey,,26.7,186.0,2012
21.6,7.5,88.5,Pulaski,,41.8,139.0,2012
17.6,7.2,82.6,Putnam,,35.2,365.0,2012
26.2,8.1,87.9,Randolph,,51.4,292.0,2012
15.1,7.1,79.9,Ripley,,44.1,283.0,2012
20.5,9.2,92.8,Rush,,51.5,217.0,2012
24.1,8.3,81.1,St. Joseph,,41.5,3099.0,2012
28.8,9.3,76.3,Scott,,67.5,341.0,2012
18.9,8.2,88.6,Shelby,,47.7,486.0,2012
15.2,7.4,92.5,Spencer,,31.8,159.0,2012
30.2,7.4,78.3,Starke,,56.6,319.0,2012
19.9,8.1,86.2,Steuben,,46.0,372.0,2012
21.0,8.9,86.3,Sullivan,,47.4,210.0,2012
27.3,7.6,76.9,Switzerland,,40.8,93.0,2012
20.1,7.0,83.0,Tippecanoe,,26.4,1322.0,2012
14.5,8.3,89.6,Tipton,,41.4,150.0,2012
20.1,4.5,81.3,Union,,47.3,80.0,2012
25.1,9.2,87.5,Vanderburgh,,44.8,1980.0,2012
20.2,8.1,90.1,Vermillion,,38.1,132.0,2012
27.0,7.8,84.8,Vigo,,43.9,1206.0,2012
18.4,8.7,84.6,Wabash,,38.1,346.0,2012
16.1,5.3,95.6,Warren,,30.1,58.0,2012
10.4,8.0,86.9,Warrick,,27.9,377.0,2012
24.6,6.5,87.6,Washington,,46.5,300.0,2012
29.8,8.2,83.4,Wayne,,55.9,908.0,2012
14.5,7.9,89.8,Wells,,26.4,176.0,2012
18.4,6.6,83.3,White,,46.0,252.0,2012
13.4,8.0,89.1,Whitley,,34.3,253.0,2012
,,,,,,,2012
,,,,,,,2012
17.9,8.04,74.0,,,44.7,67564.0,2011
23.7,6.5,85.0,Adams,,34.2,301.0,2011
16.3,8.78,75.0,Allen,,47.5,3908.0,2011
15.1,7.36,70.0,Bartholomew,,59.2,935.0,2011
15.1,5.98,80.0,Benton,,40.5,86.0,2011
21.2,8.62,65.0,Blackford,,65.7,171.0,2011
7.8,6.28,85.0,Boone,,27.2,312.0,2011
15.4,7.4,75.0,Brown,,20.2,64.0,2011
12.2,6.62,75.0,Carroll,,32.1,142.0,2011
16.8,7.68,80.0,Cass,,57.3,467.0,2011
15.4,7.97,75.0,Clark,,51.9,1057.0,2011
18.2,6.71,75.0,Clay,,47.2,303.0,2011
19.9,7.38,75.0,Clinton,,62.4,468.0,2011
26.5,8.13,70.0,Crawford,,46.1,118.0,2011
23.4,6.87,75.0,Daviess,,47.9,355.0,2011
11.4,7.33,85.0,Dearborn,,36.4,449.0,2011
18.4,7.09,80.0,Decatur,,56.0,287.0,2011
14.2,5.91,80.0,DeKalb,,51.1,487.0,2011
21.7,9.04,70.0,Delaware,,28.3,1083.0,2011
8.2,6.61,90.0,Dubois,,33.1,311.0,2011
18.0,6.86,70.0,Elkhart,,62.8,2801.0,2011
21.3,8.81,65.0,Fayette,,60.5,303.0,2011
16.3,8.26,80.0,Floyd,,38.7,674.0,2011
15.4,7.82,75.0,Fountain,,48.2,182.0,2011
13.7,7.85,90.0,Franklin,,38.1,211.0,2011
17.9,7.15,75.0,Fulton,,49.5,218.0,2011
14.5,7.71,80.0,Gibson,,41.5,299.0,2011
25.6,9.36,70.0,Grant,,45.0,929.0,2011
20.0,8.53,70.0,Greene,,50.1,379.0,2011
5.0,6.81,90.0,Hamilton,,16.0,815.0,2011
7.0,6.75,85.0,Hancock,,35.7,463.0,2011
14.2,7.38,85.0,Harrison,,38.6,337.0,2011
6.3,6.55,90.0,Hendricks,,23.5,649.0,2011
16.7,7.75,80.0,Henry,,44.7,453.0,2011
20.5,8.01,75.0,Howard,,56.8,998.0,2011
14.5,7.88,75.0,Huntington,,31.5,320.0,2011
14.8,8.01,80.0,Jackson,,66.0,566.0,2011
12.4,6.3,85.0,Jasper,,36.6,289.0,2011
24.7,8.79,70.0,Jay,,49.7,238.0,2011
18.0,7.49,70.0,Jefferson,,37.2,313.0,2011
18.1,7.2,65.0,Jennings,,78.7,474.0,2011
10.7,6.62,80.0,Johnson,,33.8,1011.0,2011
23.3,8.01,80.0,Knox,,40.8,437.0,2011
12.6,6.88,75.0,Kosciusko,,48.3,834.0,2011
16.6,5.44,70.0,LaGrange,,35.0,318.0,2011
24.7,9.49,70.0,Lake,,46.9,5583.0,2011
19.0,8.87,70.0,LaPorte,,53.8,1229.0,2011
19.8,7.57,75.0,Lawrence,,56.4,522.0,2011
21.4,8.9,70.0,Madison,,51.3,1480.0,2011
24.0,9.1,60.0,Marion,,68.3,13152.0,2011
12.8,6.55,80.0,Marshall,,44.2,477.0,2011
17.8,8.8,80.0,Martin,,48.6,116.0,2011
20.4,6.93,75.0,Miami,,49.6,405.0,2011
18.9,6.88,80.0,Monroe,,13.4,699.0,2011
17.4,7.44,80.0,Montgomery,,58.9,452.0,2011
14.6,8.28,70.0,Morgan,,42.4,674.0,2011
14.0,8.07,65.0,Newton,,36.7,119.0,2011
15.0,7.61,75.0,Noble,,56.3,623.0,2011
13.6,7.19,75.0,Ohio,,50.9,65.0,2011
23.7,8.39,80.0,Orange,,53.9,231.0,2011
21.6,7.51,65.0,Owen,,49.3,267.0,2011
24.8,8.04,80.0,Parke,,39.8,152.0,2011
16.2,8.84,80.0,Perry,,50.9,199.0,2011
14.2,10.08,80.0,Pike,,45.1,117.0,2011
11.2,6.95,85.0,Porter,,25.1,990.0,2011
12.5,6.92,90.0,Posey,,27.7,195.0,2011
18.5,6.76,85.0,Pulaski,,41.7,136.0,2011
14.9,7.44,75.0,Putnam,,38.3,385.0,2011
21.3,8.08,85.0,Randolph,,52.8,293.0,2011
13.7,7.11,80.0,Ripley,,45.9,282.0,2011
15.7,8.95,80.0,Rush,,52.5,221.0,2011
19.3,8.08,70.0,St. Joseph,,42.3,3106.0,2011
24.7,9.11,75.0,Scott,,70.8,349.0,2011
15.7,8.06,80.0,Shelby,,49.1,489.0,2011
13.1,7.57,95.0,Spencer,,33.7,167.0,2011
24.1,7.38,70.0,Starke,,59.4,329.0,2011
15.3,7.78,80.0,Steuben,,48.6,389.0,2011
19.9,9.75,80.0,Sullivan,,48.6,220.0,2011
26.8,7.56,80.0,Switzerland,,42.1,93.0,2011
16.2,6.89,80.0,Tippecanoe,,23.9,1262.0,2011
11.0,8.1,85.0,Tipton,,39.7,145.0,2011
19.3,4.89,80.0,Union,,44.2,74.0,2011
23.8,9.2,75.0,Vanderburgh,,44.9,2011.0,2011
16.7,8.0,80.0,Vermillion,,39.2,133.0,2011
25.3,7.59,70.0,Vigo,,40.7,1170.0,2011
16.2,8.54,75.0,Wabash,,40.3,370.0,2011
12.5,4.89,85.0,Warren,,31.0,60.0,2011
10.0,7.63,85.0,Warrick,,29.3,391.0,2011
21.6,6.53,75.0,Washington,,48.1,305.0,2011
26.7,8.06,65.0,Wayne,,56.2,908.0,2011
12.8,7.62,85.0,Wells,,28.4,186.0,2011
17.0,6.48,75.0,White,,50.3,266.0,2011
10.2,7.86,70.0,Whitley,,36.3,262.0,2011
,,,,,,,2011
,,,,,,,2011
